ka,QUB-1398,16/06/2019,23/06/2019,480
gol,OBT-1842,07/03/2019,30/03/2019,1872
fiesta,MGG-3957,15/06/2019,04/07/2019,1640
mobi,PIH-7072,23/07/2019,03/08/2019,968
ka,LXD-4902,27/02/2019,09/03/2019,882
fit,NRM-9202,17/11/2019,09/12/2019,1616
gol,OBT-1842,23/01/2020,03/02/2020,939
prisma,HZO-2282,02/11/2019,22/11/2019,1479
fit,UIW-0509,05/02/2019,10/02/2019,383
ka,DFU-2495,18/04/2019,10/05/2019,1738
gol,AYE-6806,02/03/2020,14/03/2020,1078
gol,OBT-1842,17/09/2019,22/09/2019,446
ka,DFU-2495,27/04/2019,03/05/2019,485
polo,VGS-2609,31/10/2019,15/11/2019,1082
etios,RYL-5140,22/02/2019,26/02/2019,275
cobalt,AFU-3062,01/06/2019,20/06/2019,1504
gol,OBT-1842,11/01/2019,11/02/2019,2642
prisma,NRX-8323,22/10/2019,14/11/2019,1609
gol,AYE-6806,06/02/2019,09/03/2019,1988
up,BQW-8446,21/08/2019,20/09/2019,2472
etios,HLK-0219,19/07/2019,15/08/2019,2397
polo,AKR-9372,02/05/2019,23/05/2019,1863
yaris,IMV-7755,18/03/2019,15/04/2019,2126
ka,QUB-1398,15/03/2020,13/04/2020,2560
fit,UIW-0509,12/10/2019,06/11/2019,1697
polo,WIW-1273,06/01/2019,05/02/2019,2261
gol,OBT-1842,03/10/2019,24/10/2019,1337
fiesta,CVR-6258,24/09/2019,08/10/2019,890
gol,ZVU-1362,23/06/2019,21/07/2019,1850
fiesta,JZM-1560,31/03/2019,21/04/2019,1663
fiesta,SSZ-2730,16/03/2019,27/03/2019,702
polo,VGS-2609,27/01/2019,11/02/2019,1194
fit,FUI-1448,01/05/2019,08/05/2019,440
cobalt,VVF-5290,30/03/2020,20/04/2020,1587
cobalt,VVF-5290,26/01/2020,09/02/2020,1129
prisma,NRX-8323,17/01/2019,29/01/2019,860
etios,RYL-5140,28/11/2019,29/12/2019,2317
etios,TBG-3393,11/07/2019,09/08/2019,2456
cobalt,NIP-1547,22/06/2019,05/07/2019,976
gol,YCH-1476,14/03/2019,01/04/2019,1380
etios,NMN-0384,15/09/2019,15/10/2019,2260
polo,WIW-1273,05/11/2019,07/11/2019,167
mobi,PIH-7072,25/06/2019,06/07/2019,908
up,GER-3318,21/02/2019,13/03/2019,1718
prisma,TFN-3716,05/06/2019,18/06/2019,809
gol,YCH-1476,03/01/2020,08/01/2020,316
polo,WIW-1273,19/01/2020,10/02/2020,1679
mobi,PIH-7072,16/01/2019,28/01/2019,746
fiesta,MGG-3957,23/08/2019,03/09/2019,884
gol,ZVU-1362,30/09/2019,28/10/2019,1887
cobalt,NIP-1547,29/10/2019,06/11/2019,493
cobalt,NIP-1547,13/10/2019,01/11/2019,1527
prisma,NRS-4391,19/01/2019,13/02/2019,2199
etios,NMN-0384,17/08/2019,03/09/2019,1040
polo,VGS-2609,01/11/2019,21/11/2019,1551
gol,OBT-1842,27/08/2019,22/09/2019,2177
cobalt,VVF-5290,23/11/2019,25/11/2019,165
ka,LXD-4902,16/10/2019,07/11/2019,1412
gol,ZVU-1362,30/10/2019,13/11/2019,1032
gol,ZVU-1362,20/01/2019,05/02/2019,1388
cobalt,AFU-3062,21/06/2019,13/07/2019,1536
gol,AYE-6806,17/11/2019,27/11/2019,752
gol,OBT-1842,06/08/2019,28/08/2019,1736
ka,QUB-1398,20/11/2019,11/12/2019,1848
prisma,NRS-4391,09/09/2019,11/09/2019,143
gol,AYE-6806,04/10/2019,13/10/2019,704
ka,DFU-2495,01/06/2019,07/06/2019,423
mobi,KLW-3689,17/09/2019,20/09/2019,190
fiesta,JZM-1560,30/10/2019,06/11/2019,566
fiesta,CVR-6258,19/05/2020,29/05/2020,703
polo,KDI-6957,27/02/2019,19/03/2019,1743
prisma,NRS-4391,04/06/2019,11/06/2019,584
mobi,PIH-7072,03/12/2019,26/12/2019,1773
fit,NRM-9202,19/09/2019,04/10/2019,1289
up,BQW-8446,20/12/2019,22/12/2019,176
etios,VQY-3652,26/09/2019,05/10/2019,592
ka,DFU-2495,04/08/2019,26/08/2019,1582
fiesta,CVR-6258,11/07/2019,08/08/2019,1706
prisma,NRS-4391,14/06/2019,11/07/2019,1707
ka,QUB-1398,22/09/2019,30/09/2019,501
polo,AKR-9372,29/03/2019,19/04/2019,1410
polo,AKR-9372,14/01/2020,25/01/2020,869
mobi,JRL-4186,27/05/2019,17/06/2019,1488
yaris,AGX-3681,29/04/2020,11/05/2020,998
etios,IHP-5411,05/04/2019,08/04/2019,191
fiesta,CVR-6258,20/02/2020,25/02/2020,381
yaris,AGX-3681,07/07/2019,05/08/2019,2594
fiesta,MGG-3957,17/07/2019,08/08/2019,1959
prisma,FSK-6405,24/05/2019,14/06/2019,1774
etios,XNY-5321,26/08/2019,02/09/2019,525
fit,LXG-1120,17/02/2020,05/03/2020,1508
polo,VGS-2609,26/12/2019,05/01/2020,786
prisma,FSK-6405,30/04/2020,26/05/2020,1616
ka,OSS-6709,22/07/2019,07/08/2019,1295
polo,WIW-1273,26/11/2019,30/11/2019,248
fiesta,JZM-1560,29/12/2019,20/01/2020,1858
fiesta,CVR-6258,06/12/2019,27/12/2019,1573
cobalt,VVF-5290,13/03/2020,01/04/2020,1220
etios,NMN-0384,09/12/2019,09/01/2020,1872
celta,ORH-5999,20/06/2019,01/07/2019,709
fit,UIW-0509,26/09/2019,11/10/2019,927
gol,YCH-1476,18/05/2019,31/05/2019,990
fiesta,MGG-3957,26/07/2019,08/08/2019,1071
prisma,FSK-6405,17/01/2020,04/02/2020,1212
gol,AYE-6806,09/06/2019,10/07/2019,2032
prisma,TFN-3716,16/03/2019,25/03/2019,701
etios,IHP-5411,11/09/2019,28/09/2019,1491
polo,KDI-6957,09/02/2019,26/02/2019,1293
ka,QUB-1398,18/10/2019,26/10/2019,553
polo,WIW-1273,24/11/2019,25/12/2019,2474
prisma,HZO-2282,01/07/2019,16/07/2019,1320
fit,UIW-0509,02/05/2019,06/05/2019,254
yaris,AGX-3681,18/03/2020,15/04/2020,1874
cobalt,VVF-5290,01/01/2019,30/01/2019,1863
gol,OBT-1842,07/12/2019,27/12/2019,1564
gol,ZVU-1362,30/09/2019,25/10/2019,1696
fit,LXG-1120,13/07/2019,11/08/2019,2194
gol,YCH-1476,27/07/2019,10/08/2019,1047
polo,WIW-1273,14/11/2019,08/12/2019,1476
etios,RYL-5140,30/03/2020,19/04/2020,1254
polo,WIW-1273,20/04/2020,01/05/2020,799
polo,KDI-6957,16/03/2019,06/04/2019,1470
up,BQW-8446,21/08/2019,12/09/2019,1634
cobalt,NIP-1547,04/08/2019,24/08/2019,1251
polo,AKR-9372,29/07/2019,12/08/2019,1025
cobalt,VVF-5290,18/12/2019,22/12/2019,348
polo,AKR-9372,13/11/2019,29/11/2019,1014
cobalt,AFU-3062,04/12/2019,12/12/2019,555
polo,WIW-1273,20/01/2019,04/02/2019,1301
fiesta,MGG-3957,19/12/2019,09/01/2020,1454
palio,CQY-3680,24/12/2019,14/01/2020,1539
up,GER-3318,31/03/2019,05/04/2019,404
polo,WIW-1273,04/11/2019,16/11/2019,751
fiesta,SSZ-2730,08/09/2019,15/09/2019,570
ka,QUB-1398,15/11/2019,20/11/2019,314
up,GER-3318,17/12/2019,09/01/2020,1515
cobalt,AFU-3062,17/03/2019,16/04/2019,2574
etios,IHP-5411,16/01/2020,18/01/2020,147
ka,LXD-4902,17/12/2019,16/01/2020,2429
yaris,AGX-3681,22/01/2020,30/01/2020,623
ka,OSS-6709,18/12/2019,02/01/2020,1036
cobalt,NIP-1547,24/05/2019,06/06/2019,1132
palio,CQY-3680,03/03/2019,30/03/2019,2318
etios,RYL-5140,09/05/2019,09/06/2019,2170
gol,AYE-6806,04/11/2019,20/11/2019,1158
fit,LXG-1120,20/06/2019,02/07/2019,1072
polo,TWN-3697,15/06/2019,20/06/2019,336
fiesta,SSZ-2730,28/04/2020,07/05/2020,802
fiesta,JZM-1560,13/12/2019,29/12/2019,1134
polo,VGS-2609,18/04/2019,21/04/2019,240
gol,YCH-1476,28/03/2019,12/04/2019,1061
yaris,AGX-3681,06/01/2020,22/01/2020,993
fit,NRM-9202,20/01/2019,23/01/2019,243
fit,NRM-9202,13/09/2019,11/10/2019,2519
yaris,AGX-3681,03/06/2019,18/06/2019,1085
etios,HLK-0219,09/07/2019,17/07/2019,614
fit,LYA-7649,16/01/2020,24/01/2020,651
gol,OBT-1842,17/12/2019,02/01/2020,1271
mobi,JRL-4186,25/03/2019,17/04/2019,1972
fiesta,MGG-3957,08/06/2019,25/06/2019,1149
up,BQW-8446,05/05/2019,08/05/2019,209
cobalt,NIP-1547,27/03/2020,21/04/2020,1664
polo,VGS-2609,22/06/2019,09/07/2019,1483
mobi,JRL-4186,14/02/2020,21/02/2020,586
polo,TWN-3697,27/03/2020,26/04/2020,1920
cobalt,VVF-5290,03/03/2019,05/03/2019,164
polo,TWN-3697,12/09/2019,14/09/2019,146
yaris,DWU-0865,09/02/2020,29/02/2020,1287
yaris,DWU-0865,10/04/2020,08/05/2020,2212
ka,QUB-1398,01/11/2019,09/11/2019,551
ka,QUB-1398,03/06/2019,05/06/2019,121
polo,KDI-6957,10/06/2019,08/07/2019,2311
fit,LXG-1120,23/02/2020,05/03/2020,952
ka,QUB-1398,15/09/2019,24/09/2019,724
polo,VGS-2609,03/10/2019,27/10/2019,2145
etios,IHP-5411,04/06/2019,04/07/2019,2330
fit,LYA-7649,07/07/2019,15/07/2019,576
fit,FUI-1448,16/04/2020,18/04/2020,146
etios,HLK-0219,15/08/2019,15/09/2019,1981
polo,TWN-3697,22/03/2020,09/04/2020,1432
palio,CQY-3680,08/05/2020,10/05/2020,158
up,BQW-8446,22/12/2019,18/01/2020,1671
ka,QUB-1398,30/12/2019,24/01/2020,1787
up,QXW-4628,31/08/2019,26/09/2019,2230
cobalt,NIP-1547,27/07/2019,27/08/2019,1923
etios,IHP-5411,03/04/2020,20/04/2020,1442
polo,AKR-9372,22/12/2019,01/01/2020,756
fiesta,MGG-3957,04/11/2019,20/11/2019,1419
fit,UIW-0509,29/04/2020,02/05/2020,199
etios,XNY-5321,08/05/2020,23/05/2020,1114
etios,RUZ-2777,20/02/2020,23/02/2020,251
polo,KDI-6957,23/03/2019,04/04/2019,1011
gol,AYE-6806,08/11/2019,21/11/2019,896
cobalt,VVF-5290,04/09/2019,07/09/2019,182
fit,LYA-7649,14/06/2019,13/07/2019,2009
fiesta,MGG-3957,22/02/2020,26/02/2020,275
fit,UIW-0509,21/10/2019,28/10/2019,523
polo,WIW-1273,04/10/2019,06/10/2019,126
cobalt,NIP-1547,18/01/2019,31/01/2019,1158
cobalt,NIP-1547,28/03/2019,25/04/2019,1876
ka,LXD-4902,16/05/2019,21/05/2019,425
ka,OSS-6709,06/09/2019,05/10/2019,2016
fiesta,SSZ-2730,17/06/2019,17/07/2019,2635
ka,OSS-6709,11/01/2020,13/01/2020,168
ka,LXD-4902,12/07/2019,04/08/2019,2042
ka,OSS-6709,06/07/2019,24/07/2019,1509
fiesta,SSZ-2730,13/08/2019,13/09/2019,2072
fiesta,CVR-6258,24/12/2019,02/01/2020,698
up,BQW-8446,28/04/2020,01/05/2020,246
polo,TWN-3697,20/03/2020,14/04/2020,1968
etios,IHP-5411,08/10/2019,30/10/2019,1527
cobalt,VVF-5290,24/09/2019,07/10/2019,1000
prisma,FSK-6405,17/08/2019,24/08/2019,582
gol,OBT-1842,14/03/2019,21/03/2019,517
gol,OBT-1842,24/12/2019,18/01/2020,1822
fit,LYA-7649,12/05/2019,06/06/2019,1828
yaris,IMV-7755,12/06/2019,04/07/2019,1658
ka,QUB-1398,01/10/2019,27/10/2019,2087
ka,LXD-4902,05/04/2020,07/04/2020,179
prisma,NRS-4391,24/07/2019,15/08/2019,1472
polo,KDI-6957,05/05/2020,14/05/2020,631
fiesta,SSZ-2730,20/02/2020,05/03/2020,1030
mobi,PIH-7072,09/05/2020,28/05/2020,1151
etios,TBG-3393,13/06/2019,21/06/2019,555
gol,YCH-1476,20/03/2020,09/04/2020,1630
etios,NMN-0384,31/05/2019,25/06/2019,1738
etios,RUZ-2777,22/11/2019,27/11/2019,386
polo,WIW-1273,23/06/2019,02/07/2019,561
polo,WIW-1273,14/09/2019,11/10/2019,2212
etios,NMN-0384,02/02/2019,22/02/2019,1308
up,BQW-8446,07/11/2019,22/11/2019,966
fiesta,MGG-3957,10/04/2019,13/04/2019,255
prisma,HZO-2282,29/04/2019,14/05/2019,934
etios,NMN-0384,30/06/2019,20/07/2019,1338
polo,KDI-6957,24/01/2020,05/02/2020,846
gol,YCH-1476,14/10/2019,31/10/2019,1030
up,BQW-8446,05/05/2020,24/05/2020,1421
fiesta,MGG-3957,07/04/2019,16/04/2019,542
fiesta,CVR-6258,20/01/2019,23/01/2019,204
up,QXW-4628,01/06/2019,30/06/2019,2010
celta,ORH-5999,13/09/2019,06/10/2019,1513
prisma,FSK-6405,11/10/2019,14/10/2019,225
prisma,TFN-3716,24/08/2019,07/09/2019,848
etios,HLK-0219,20/01/2019,10/02/2019,1454
fiesta,JZM-1560,25/03/2020,28/03/2020,237
etios,RYL-5140,13/10/2019,17/10/2019,291
palio,CQY-3680,23/05/2019,28/05/2019,420
prisma,TFN-3716,04/03/2020,26/03/2020,1356
fiesta,JZM-1560,21/07/2019,26/07/2019,347
celta,ORH-5999,28/08/2019,21/09/2019,1972
prisma,TFN-3716,31/08/2019,07/09/2019,586
polo,TWN-3697,15/02/2020,01/03/2020,905
cobalt,NIP-1547,12/04/2019,02/05/2019,1712
polo,KDI-6957,06/08/2019,12/08/2019,518
prisma,TFN-3716,21/05/2019,14/06/2019,1997
polo,WIW-1273,19/08/2019,02/09/2019,972
fiesta,CVR-6258,25/02/2019,04/03/2019,597
gol,YCH-1476,30/09/2019,03/10/2019,244
gol,AYE-6806,29/10/2019,23/11/2019,1730
etios,NMN-0384,05/04/2019,05/05/2019,2239
up,QXW-4628,08/10/2019,18/10/2019,689
gol,AYE-6806,03/12/2019,18/12/2019,1233
yaris,IMV-7755,15/07/2019,01/08/2019,1262
prisma,NRS-4391,09/05/2020,17/05/2020,589
gol,YCH-1476,11/03/2019,08/04/2019,2103
polo,VGS-2609,17/12/2019,24/12/2019,573
yaris,IMV-7755,07/03/2020,26/03/2020,1223
gol,AYE-6806,12/05/2020,19/05/2020,498
etios,TBG-3393,10/11/2019,06/12/2019,1885
fiesta,MGG-3957,15/11/2019,09/12/2019,1728
prisma,NRS-4391,27/01/2020,20/02/2020,1848
etios,RYL-5140,19/08/2019,10/09/2019,1776
ka,DFU-2495,12/07/2019,02/08/2019,1459
ka,LXD-4902,25/11/2019,13/12/2019,1135
ka,QUB-1398,03/09/2019,25/09/2019,1934
yaris,DWU-0865,24/09/2019,20/10/2019,2266
etios,TBG-3393,17/07/2019,15/08/2019,2356
up,QXW-4628,19/12/2019,27/12/2019,585
up,BQW-8446,12/02/2020,05/03/2020,1462
etios,NMN-0384,09/07/2019,26/07/2019,1383
gol,ZVU-1362,05/10/2019,25/10/2019,1720
fit,UIW-0509,18/04/2019,23/04/2019,393
etios,VQY-3652,25/08/2019,17/09/2019,1522
mobi,PIH-7072,10/06/2019,08/07/2019,2113
yaris,AGX-3681,13/01/2020,03/02/2020,1508
etios,RYL-5140,27/01/2020,18/02/2020,1498
ka,DFU-2495,30/11/2019,19/12/2019,1207
gol,OBT-1842,28/04/2019,19/05/2019,1808
etios,RUZ-2777,06/11/2019,26/11/2019,1491
fiesta,JZM-1560,10/03/2020,04/04/2020,2106
yaris,AGX-3681,10/02/2019,07/03/2019,1981
fit,NRM-9202,05/11/2019,06/12/2019,1910
celta,ORH-5999,11/02/2020,09/03/2020,1896
fit,UIW-0509,09/03/2020,17/03/2020,671
fit,FUI-1448,16/01/2020,26/01/2020,765
mobi,JRL-4186,08/09/2019,03/10/2019,2087
up,GER-3318,03/10/2019,09/10/2019,412
prisma,NRX-8323,27/01/2019,05/02/2019,586
gol,AYE-6806,08/12/2019,21/12/2019,881
gol,AYE-6806,28/03/2020,22/04/2020,1573
etios,VQY-3652,28/08/2019,01/09/2019,332
prisma,TFN-3716,12/05/2019,03/06/2019,1960
mobi,KLW-3689,02/05/2019,25/05/2019,1919
prisma,FSK-6405,12/07/2019,09/08/2019,2139
gol,ZVU-1362,06/01/2020,30/01/2020,1631
fiesta,JZM-1560,28/04/2019,06/05/2019,495
gol,YCH-1476,16/06/2019,25/06/2019,726
up,QXW-4628,19/12/2019,07/01/2020,1218
celta,ORH-5999,11/12/2019,28/12/2019,1316
etios,XNY-5321,15/09/2019,17/09/2019,137
yaris,AGX-3681,09/11/2019,12/11/2019,222
yaris,AGX-3681,20/05/2019,19/06/2019,2622
etios,HLK-0219,01/10/2019,31/10/2019,2529
cobalt,VVF-5290,17/11/2019,20/11/2019,240
mobi,JRL-4186,23/10/2019,14/11/2019,1775
etios,VQY-3652,20/06/2019,01/07/2019,882
ka,QUB-1398,13/04/2019,23/04/2019,678
yaris,IMV-7755,08/07/2019,25/07/2019,1310
cobalt,LYG-5051,07/09/2019,30/09/2019,2027
prisma,FSK-6405,23/07/2019,01/08/2019,566
celta,ORH-5999,27/11/2019,01/12/2019,289
ka,OSS-6709,08/04/2019,07/05/2019,1929
fit,FUI-1448,09/04/2020,24/04/2020,1087
polo,TWN-3697,14/07/2019,29/07/2019,1104
prisma,NRX-8323,24/05/2019,02/06/2019,760
ka,QUB-1398,20/03/2019,13/04/2019,1871
etios,TBG-3393,27/06/2019,06/07/2019,637
up,QXW-4628,27/05/2019,10/06/2019,888
gol,ZVU-1362,09/04/2019,16/04/2019,500
mobi,JRL-4186,09/05/2019,06/06/2019,2112
gol,ZVU-1362,17/07/2019,26/07/2019,586
etios,RUZ-2777,27/06/2019,09/07/2019,873
yaris,IMV-7755,10/10/2019,04/11/2019,1598
up,GER-3318,13/04/2019,04/05/2019,1562
etios,NMN-0384,11/12/2019,28/12/2019,1194
fiesta,CVR-6258,26/07/2019,19/08/2019,1982
ka,QUB-1398,08/07/2019,28/07/2019,1712
prisma,FSK-6405,08/01/2019,05/02/2019,1989
yaris,DWU-0865,28/02/2019,31/03/2019,2479
prisma,FSK-6405,22/06/2019,14/07/2019,1403
cobalt,LYG-5051,07/10/2019,28/10/2019,1675
cobalt,VVF-5290,23/05/2019,18/06/2019,2145
cobalt,NIP-1547,29/08/2019,17/09/2019,1357
etios,TBG-3393,05/11/2019,19/11/2019,1108
gol,OBT-1842,04/10/2019,22/10/2019,1297
gol,OBT-1842,07/07/2019,24/07/2019,1279
palio,CQY-3680,07/08/2019,21/08/2019,1233
palio,CQY-3680,27/05/2019,31/05/2019,304
etios,RUZ-2777,01/10/2019,28/10/2019,1985
etios,XNY-5321,21/02/2019,17/03/2019,1891
etios,TBG-3393,20/09/2019,10/10/2019,1305
fit,FUI-1448,22/09/2019,06/10/2019,1254
cobalt,VVF-5290,03/01/2020,06/01/2020,184
fiesta,CVR-6258,13/07/2019,16/07/2019,182
up,QXW-4628,18/08/2019,22/08/2019,304
up,QXW-4628,23/08/2019,19/09/2019,2195
ka,OSS-6709,26/03/2020,16/04/2020,1777
polo,TWN-3697,18/01/2020,13/02/2020,2287
fit,NRM-9202,18/05/2020,11/06/2020,2032
prisma,HZO-2282,25/12/2019,08/01/2020,1233
up,BQW-8446,23/05/2019,06/06/2019,1053
up,BQW-8446,07/02/2019,02/03/2019,1735
cobalt,AFU-3062,03/05/2020,10/05/2020,550
polo,KDI-6957,06/11/2019,28/11/2019,1742
up,GER-3318,24/07/2019,12/08/2019,1269
gol,ZVU-1362,21/06/2019,06/07/2019,1148
prisma,HZO-2282,26/02/2020,06/03/2020,625
polo,VGS-2609,16/07/2019,31/07/2019,1200
mobi,KLW-3689,21/06/2019,11/07/2019,1716
fit,UIW-0509,28/08/2019,28/09/2019,2187
cobalt,AFU-3062,20/06/2019,17/07/2019,2405
mobi,JRL-4186,16/11/2019,22/11/2019,389
ka,QUB-1398,14/05/2019,20/05/2019,383
fit,UIW-0509,01/09/2019,19/09/2019,1350
etios,RYL-5140,05/05/2019,10/05/2019,437
fit,NRM-9202,02/08/2019,23/08/2019,1639
prisma,NRS-4391,16/09/2019,02/10/2019,1028
prisma,FSK-6405,24/01/2020,02/02/2020,777
fit,NRM-9202,09/06/2019,25/06/2019,1058
prisma,HZO-2282,07/01/2020,20/01/2020,1139
ka,OSS-6709,30/04/2019,06/05/2019,525
polo,TWN-3697,02/12/2019,24/12/2019,1933
polo,VGS-2609,18/10/2019,12/11/2019,1727
polo,WIW-1273,01/09/2019,14/09/2019,949
etios,IHP-5411,13/02/2020,08/03/2020,1747
fit,UIW-0509,03/10/2019,26/10/2019,1654
up,GER-3318,04/09/2019,20/09/2019,1265
gol,YCH-1476,30/06/2019,07/07/2019,558
etios,HLK-0219,31/12/2019,06/01/2020,393
fiesta,JZM-1560,27/03/2019,15/04/2019,1511
polo,WIW-1273,25/02/2019,21/03/2019,1857
fiesta,CVR-6258,25/10/2019,18/11/2019,2019
ka,LXD-4902,27/02/2019,22/03/2019,1658
polo,WIW-1273,28/10/2019,07/11/2019,651
etios,RYL-5140,20/05/2019,19/06/2019,2273
etios,XNY-5321,17/10/2019,09/11/2019,1598
fiesta,MGG-3957,08/12/2019,16/12/2019,689
prisma,TFN-3716,22/10/2019,06/11/2019,911
ka,DFU-2495,01/03/2019,03/03/2019,151
mobi,KLW-3689,31/08/2019,25/09/2019,2108
gol,ZVU-1362,24/01/2019,27/01/2019,233
gol,YCH-1476,14/03/2019,21/03/2019,621
up,QXW-4628,29/10/2019,05/11/2019,569
etios,NMN-0384,08/03/2020,28/03/2020,1677
cobalt,NIP-1547,04/09/2019,02/10/2019,1825
fit,UIW-0509,20/04/2020,11/05/2020,1430
etios,XNY-5321,22/07/2019,16/08/2019,1986
gol,ZVU-1362,30/06/2019,20/07/2019,1633
polo,KDI-6957,17/09/2019,26/09/2019,712
prisma,FSK-6405,03/01/2019,19/01/2019,1301
polo,TWN-3697,16/05/2020,30/05/2020,1210
fit,LYA-7649,01/10/2019,31/10/2019,2077
yaris,DWU-0865,26/08/2019,07/09/2019,765
etios,RYL-5140,23/07/2019,20/08/2019,2154
gol,OBT-1842,07/12/2019,10/12/2019,185
mobi,KLW-3689,28/07/2019,07/08/2019,769
gol,OBT-1842,01/10/2019,16/10/2019,1049
prisma,NRS-4391,16/11/2019,23/11/2019,511
fit,LXG-1120,19/08/2019,07/09/2019,1673
fit,UIW-0509,11/01/2020,21/01/2020,793
fit,LXG-1120,11/08/2019,20/08/2019,623
fit,FUI-1448,16/11/2019,30/11/2019,1035
fiesta,MGG-3957,24/01/2020,26/01/2020,122
celta,ORH-5999,18/05/2020,24/05/2020,440
fiesta,CVR-6258,04/06/2019,14/06/2019,699
fiesta,MGG-3957,21/02/2020,10/03/2020,1304
yaris,AGX-3681,19/04/2020,10/05/2020,1390
cobalt,NIP-1547,07/12/2019,04/01/2020,2406
ka,DFU-2495,14/05/2019,12/06/2019,1842
yaris,DWU-0865,28/05/2019,20/06/2019,1754
yaris,DWU-0865,09/11/2019,05/12/2019,2234
up,GER-3318,11/01/2019,31/01/2019,1676
polo,KDI-6957,02/09/2019,15/09/2019,1051
gol,AYE-6806,13/12/2019,01/01/2020,1283
yaris,IMV-7755,10/01/2020,06/02/2020,2043
yaris,IMV-7755,13/02/2020,10/03/2020,1689
fiesta,SSZ-2730,26/09/2019,13/10/2019,1244
prisma,HZO-2282,09/02/2020,01/03/2020,1422
polo,VGS-2609,06/12/2019,28/12/2019,1590
cobalt,LYG-5051,02/05/2020,09/05/2020,604
mobi,JRL-4186,21/10/2019,23/10/2019,164
etios,NMN-0384,12/02/2020,04/03/2020,1527
gol,OBT-1842,06/05/2019,16/05/2019,699
ka,OSS-6709,16/01/2019,16/02/2019,2764
cobalt,NIP-1547,16/11/2019,22/11/2019,504
mobi,JRL-4186,30/10/2019,26/11/2019,1981
fit,UIW-0509,08/04/2020,07/05/2020,2132
etios,RYL-5140,01/05/2019,06/05/2019,340
etios,HLK-0219,15/10/2019,19/10/2019,333
yaris,DWU-0865,31/03/2020,26/04/2020,1823
etios,XNY-5321,16/05/2020,26/05/2020,721
polo,KDI-6957,14/05/2019,28/05/2019,1047
gol,ZVU-1362,21/10/2019,28/10/2019,476
polo,VGS-2609,22/01/2020,13/02/2020,1963
cobalt,AFU-3062,02/03/2019,07/03/2019,404
ka,OSS-6709,08/02/2019,08/03/2019,1787
etios,NMN-0384,24/10/2019,09/11/2019,1349
yaris,IMV-7755,09/10/2019,27/10/2019,1106
up,GER-3318,08/10/2019,30/10/2019,1867
fit,LXG-1120,23/11/2019,09/12/2019,1097
fit,LYA-7649,21/10/2019,09/11/2019,1502
prisma,TFN-3716,02/10/2019,23/10/2019,1519
etios,XNY-5321,28/02/2019,28/03/2019,2501
up,BQW-8446,09/11/2019,04/12/2019,1866
up,BQW-8446,01/09/2019,12/09/2019,728
etios,XNY-5321,07/01/2020,22/01/2020,969
palio,CQY-3680,18/12/2019,25/12/2019,483
mobi,JRL-4186,15/08/2019,27/08/2019,929
ka,DFU-2495,16/07/2019,09/08/2019,1982
cobalt,AFU-3062,03/03/2019,29/03/2019,2175
fiesta,SSZ-2730,11/10/2019,23/10/2019,794
etios,RYL-5140,10/02/2019,10/03/2019,2422
gol,YCH-1476,14/01/2019,10/02/2019,2339
fit,FUI-1448,31/05/2019,12/06/2019,901
yaris,DWU-0865,26/10/2019,19/11/2019,2119
etios,TBG-3393,24/01/2020,10/02/2020,1222
prisma,NRX-8323,13/07/2019,07/08/2019,2236
etios,NMN-0384,10/06/2019,02/07/2019,1845
polo,KDI-6957,24/12/2019,28/12/2019,351
etios,HLK-0219,09/04/2019,28/04/2019,1143
etios,TBG-3393,25/10/2019,13/11/2019,1516
fit,FUI-1448,06/02/2019,26/02/2019,1658
gol,AYE-6806,15/07/2019,04/08/2019,1280
polo,WIW-1273,06/06/2019,02/07/2019,2114
yaris,IMV-7755,12/08/2019,18/08/2019,383
mobi,PIH-7072,19/11/2019,16/12/2019,2398
up,QXW-4628,20/01/2019,03/02/2019,1098
polo,VGS-2609,07/08/2019,12/08/2019,341
gol,OBT-1842,06/05/2019,30/05/2019,1895
celta,ORH-5999,04/10/2019,16/10/2019,1061
prisma,HZO-2282,23/06/2019,14/07/2019,1321
yaris,DWU-0865,21/08/2019,13/09/2019,1520
gol,AYE-6806,20/03/2019,28/03/2019,573
fiesta,MGG-3957,08/05/2020,28/05/2020,1615
etios,XNY-5321,22/01/2020,22/02/2020,1900
gol,AYE-6806,07/09/2019,17/09/2019,738
prisma,FSK-6405,12/09/2019,14/09/2019,172
ka,DFU-2495,22/06/2019,06/07/2019,1035
fiesta,MGG-3957,10/07/2019,26/07/2019,1077
polo,TWN-3697,24/05/2019,12/06/2019,1344
